Metadata_Well	cell_count	batch_id	sc_type	Metadata_Plate	Metadata_Plate_Map_Name	Metadata_well_position	Metadata_plating_density	Metadata_line_ID	Metadata_timepoint
N23	519	BR00103267	all	BR00103267	cmQTL1-4_mt	N23	15000	E	6
N24	646	BR00103267	all	BR00103267	cmQTL1-4_mt	N24	15000	E	6
O01	167	BR00103267	all	BR00103267	cmQTL1-4_mt	O01	10000	E	6
O02	243	BR00103267	all	BR00103267	cmQTL1-4_mt	O02	10000	E	6
O03	140	BR00103267	all	BR00103267	cmQTL1-4_mt	O03	5000	D	6
O04	228	BR00103267	all	BR00103267	cmQTL1-4_mt	O04	5000	D	6
O05	826	BR00103267	all	BR00103267	cmQTL1-4_mt	O05	10000	F	6
O06	1411	BR00103267	all	BR00103267	cmQTL1-4_mt	O06	10000	F	6
O07	397	BR00103267	all	BR00103267	cmQTL1-4_mt	O07	15000	D	6
O08	1043	BR00103267	all	BR00103267	cmQTL1-4_mt	O08	15000	D	6
O09	294	BR00103267	all	BR00103267	cmQTL1-4_mt	O09	5000	C	6
O10	556	BR00103267	all	BR00103267	cmQTL1-4_mt	O10	5000	C	6
O11	471	BR00103267	all	BR00103267	cmQTL1-4_mt	O11	15000	A	6
O12	822	BR00103267	all	BR00103267	cmQTL1-4_mt	O12	15000	A	6
O13	292	BR00103267	all	BR00103267	cmQTL1-4_mt	O13	5000	B	6
O14	165	BR00103267	all	BR00103267	cmQTL1-4_mt	O14	5000	B	6
O15	1269	BR00103267	all	BR00103267	cmQTL1-4_mt	O15	15000	F	6
O16	2415	BR00103267	all	BR00103267	cmQTL1-4_mt	O16	15000	F	6
O17	306	BR00103267	all	BR00103267	cmQTL1-4_mt	O17	10000	C	6
O18	497	BR00103267	all	BR00103267	cmQTL1-4_mt	O18	10000	C	6
O19	458	BR00103267	all	BR00103267	cmQTL1-4_mt	O19	15000	B	6
O20	777	BR00103267	all	BR00103267	cmQTL1-4_mt	O20	15000	B	6
O21	337	BR00103267	all	BR00103267	cmQTL1-4_mt	O21	10000	A	6
O22	466	BR00103267	all	BR00103267	cmQTL1-4_mt	O22	10000	A	6
O23	670	BR00103267	all	BR00103267	cmQTL1-4_mt	O23	15000	C	6
O24	901	BR00103267	all	BR00103267	cmQTL1-4_mt	O24	15000	C	6
P01	336	BR00103267	all	BR00103267	cmQTL1-4_mt	P01	10000	E	6
P02	466	BR00103267	all	BR00103267	cmQTL1-4_mt	P02	10000	E	6
P03	457	BR00103267	all	BR00103267	cmQTL1-4_mt	P03	5000	D	6
P04	607	BR00103267	all	BR00103267	cmQTL1-4_mt	P04	5000	D	6
P05	2227	BR00103267	all	BR00103267	cmQTL1-4_mt	P05	10000	F	6
P06	2360	BR00103267	all	BR00103267	cmQTL1-4_mt	P06	10000	F	6
P07	1812	BR00103267	all	BR00103267	cmQTL1-4_mt	P07	15000	D	6
P08	2482	BR00103267	all	BR00103267	cmQTL1-4_mt	P08	15000	D	6
P09	590	BR00103267	all	BR00103267	cmQTL1-4_mt	P09	5000	C	6
P10	544	BR00103267	all	BR00103267	cmQTL1-4_mt	P10	5000	C	6
P11	1001	BR00103267	all	BR00103267	cmQTL1-4_mt	P11	15000	A	6
P12	1285	BR00103267	all	BR00103267	cmQTL1-4_mt	P12	15000	A	6
P13	196	BR00103267	all	BR00103267	cmQTL1-4_mt	P13	5000	B	6
P14	169	BR00103267	all	BR00103267	cmQTL1-4_mt	P14	5000	B	6
P15	3899	BR00103267	all	BR00103267	cmQTL1-4_mt	P15	15000	F	6
P16	4146	BR00103267	all	BR00103267	cmQTL1-4_mt	P16	15000	F	6
P17	824	BR00103267	all	BR00103267	cmQTL1-4_mt	P17	10000	C	6
P18	893	BR00103267	all	BR00103267	cmQTL1-4_mt	P18	10000	C	6
P19	948	BR00103267	all	BR00103267	cmQTL1-4_mt	P19	15000	B	6
P20	1202	BR00103267	all	BR00103267	cmQTL1-4_mt	P20	15000	B	6
P21	816	BR00103267	all	BR00103267	cmQTL1-4_mt	P21	10000	A	6
P22	986	BR00103267	all	BR00103267	cmQTL1-4_mt	P22	10000	A	6
P23	1147	BR00103267	all	BR00103267	cmQTL1-4_mt	P23	15000	C	6
P24	1221	BR00103267	all	BR00103267	cmQTL1-4_mt	P24	15000	C	6
A01	83	BR00103267	isolated	BR00103267	cmQTL1-4_mt	A01	5000	A	6
A02	92	BR00103267	isolated	BR00103267	cmQTL1-4_mt	A02	5000	A	6
A03	76	BR00103267	isolated	BR00103267	cmQTL1-4_mt	A03	15000	B	6
A04	56	BR00103267	isolated	BR00103267	cmQTL1-4_mt	A04	15000	B	6
A05	83	BR00103267	isolated	BR00103267	cmQTL1-4_mt	A05	5000	E	6
A06	102	BR00103267	isolated	BR00103267	cmQTL1-4_mt	A06	5000	E	6
A07	77	BR00103267	isolated	BR00103267	cmQTL1-4_mt	A07	10000	C	6
A08	78	BR00103267	isolated	BR00103267	cmQTL1-4_mt	A08	10000	C	6
A09	49	BR00103267	isolated	BR00103267	cmQTL1-4_mt	A09	20000	D	6
A10	66	BR00103267	isolated	BR00103267	cmQTL1-4_mt	A10	20000	D	6
A11	88	BR00103267	isolated	BR00103267	cmQTL1-4_mt	A11	10000	E	6
A12	127	BR00103267	isolated	BR00103267	cmQTL1-4_mt	A12	10000	E	6
A13	79	BR00103267	isolated	BR00103267	cmQTL1-4_mt	A13	15000	A	6
A14	103	BR00103267	isolated	BR00103267	cmQTL1-4_mt	A14	15000	A	6
A15	96	BR00103267	isolated	BR00103267	cmQTL1-4_mt	A15	10000	B	6
A16	67	BR00103267	isolated	BR00103267	cmQTL1-4_mt	A16	10000	B	6
A17	94	BR00103267	isolated	BR00103267	cmQTL1-4_mt	A17	20000	C	6
A18	83	BR00103267	isolated	BR00103267	cmQTL1-4_mt	A18	20000	C	6
A19	105	BR00103267	isolated	BR00103267	cmQTL1-4_mt	A19	15000	B	6
A20	116	BR00103267	isolated	BR00103267	cmQTL1-4_mt	A20	15000	B	6
A21	108	BR00103267	isolated	BR00103267	cmQTL1-4_mt	A21	15000	C	6
A22	77	BR00103267	isolated	BR00103267	cmQTL1-4_mt	A22	15000	C	6
A23	92	BR00103267	isolated	BR00103267	cmQTL1-4_mt	A23	20000	A	6
A24	78	BR00103267	isolated	BR00103267	cmQTL1-4_mt	A24	20000	A	6
B01	69	BR00103267	isolated	BR00103267	cmQTL1-4_mt	B01	5000	A	6
B02	82	BR00103267	isolated	BR00103267	cmQTL1-4_mt	B02	5000	A	6
B03	55	BR00103267	isolated	BR00103267	cmQTL1-4_mt	B03	15000	B	6
B04	60	BR00103267	isolated	BR00103267	cmQTL1-4_mt	B04	15000	B	6
B05	129	BR00103267	isolated	BR00103267	cmQTL1-4_mt	B05	5000	E	6
B06	94	BR00103267	isolated	BR00103267	cmQTL1-4_mt	B06	5000	E	6
B07	59	BR00103267	isolated	BR00103267	cmQTL1-4_mt	B07	10000	C	6
B08	61	BR00103267	isolated	BR00103267	cmQTL1-4_mt	B08	10000	C	6
B09	53	BR00103267	isolated	BR00103267	cmQTL1-4_mt	B09	20000	D	6
B10	52	BR00103267	isolated	BR00103267	cmQTL1-4_mt	B10	20000	D	6
B11	194	BR00103267	isolated	BR00103267	cmQTL1-4_mt	B11	10000	E	6
B12	151	BR00103267	isolated	BR00103267	cmQTL1-4_mt	B12	10000	E	6
B13	89	BR00103267	isolated	BR00103267	cmQTL1-4_mt	B13	15000	A	6
B14	39	BR00103267	isolated	BR00103267	cmQTL1-4_mt	B14	15000	A	6
B15	77	BR00103267	isolated	BR00103267	cmQTL1-4_mt	B15	10000	B	6
B16	81	BR00103267	isolated	BR00103267	cmQTL1-4_mt	B16	10000	B	6
B17	51	BR00103267	isolated	BR00103267	cmQTL1-4_mt	B17	20000	C	6
B18	62	BR00103267	isolated	BR00103267	cmQTL1-4_mt	B18	20000	C	6
B19	73	BR00103267	isolated	BR00103267	cmQTL1-4_mt	B19	15000	B	6
B20	69	BR00103267	isolated	BR00103267	cmQTL1-4_mt	B20	15000	B	6
B21	65	BR00103267	isolated	BR00103267	cmQTL1-4_mt	B21	15000	C	6
B22	65	BR00103267	isolated	BR00103267	cmQTL1-4_mt	B22	15000	C	6
B23	67	BR00103267	isolated	BR00103267	cmQTL1-4_mt	B23	20000	A	6
B24	57	BR00103267	isolated	BR00103267	cmQTL1-4_mt	B24	20000	A	6
C01	81	BR00103267	isolated	BR00103267	cmQTL1-4_mt	C01	5000	C	6
C02	94	BR00103267	isolated	BR00103267	cmQTL1-4_mt	C02	5000	C	6
C03	73	BR00103267	isolated	BR00103267	cmQTL1-4_mt	C03	10000	D	6
C04	42	BR00103267	isolated	BR00103267	cmQTL1-4_mt	C04	10000	D	6
C05	95	BR00103267	isolated	BR00103267	cmQTL1-4_mt	C05	5000	B	6
C06	101	BR00103267	isolated	BR00103267	cmQTL1-4_mt	C06	5000	B	6
C07	84	BR00103267	isolated	BR00103267	cmQTL1-4_mt	C07	10000	A	6
C08	93	BR00103267	isolated	BR00103267	cmQTL1-4_mt	C08	10000	A	6
C09	67	BR00103267	isolated	BR00103267	cmQTL1-4_mt	C09	20000	B	6
C10	41	BR00103267	isolated	BR00103267	cmQTL1-4_mt	C10	20000	B	6
C11	37	BR00103267	isolated	BR00103267	cmQTL1-4_mt	C11	15000	F	6
C12	18	BR00103267	isolated	BR00103267	cmQTL1-4_mt	C12	15000	F	6
C13	74	BR00103267	isolated	BR00103267	cmQTL1-4_mt	C13	5000	D	6
C14	69	BR00103267	isolated	BR00103267	cmQTL1-4_mt	C14	5000	D	6
C15	59	BR00103267	isolated	BR00103267	cmQTL1-4_mt	C15	20000	F	6
C16	33	BR00103267	isolated	BR00103267	cmQTL1-4_mt	C16	20000	F	6
C17	94	BR00103267	isolated	BR00103267	cmQTL1-4_mt	C17	10000	D	6
C18	88	BR00103267	isolated	BR00103267	cmQTL1-4_mt	C18	10000	D	6
C19	79	BR00103267	isolated	BR00103267	cmQTL1-4_mt	C19	5000	A	6
C20	82	BR00103267	isolated	BR00103267	cmQTL1-4_mt	C20	5000	A	6
C21	127	BR00103267	isolated	BR00103267	cmQTL1-4_mt	C21	10000	E	6
C22	153	BR00103267	isolated	BR00103267	cmQTL1-4_mt	C22	10000	E	6
C23	50	BR00103267	isolated	BR00103267	cmQTL1-4_mt	C23	20000	D	6
C24	35	BR00103267	isolated	BR00103267	cmQTL1-4_mt	C24	20000	D	6
D01	83	BR00103267	isolated	BR00103267	cmQTL1-4_mt	D01	5000	C	6
D02	82	BR00103267	isolated	BR00103267	cmQTL1-4_mt	D02	5000	C	6
D03	38	BR00103267	isolated	BR00103267	cmQTL1-4_mt	D03	10000	D	6
D04	56	BR00103267	isolated	BR00103267	cmQTL1-4_mt	D04	10000	D	6
D05	95	BR00103267	isolated	BR00103267	cmQTL1-4_mt	D05	5000	B	6
D06	74	BR00103267	isolated	BR00103267	cmQTL1-4_mt	D06	5000	B	6
D07	68	BR00103267	isolated	BR00103267	cmQTL1-4_mt	D07	10000	A	6
D08	75	BR00103267	isolated	BR00103267	cmQTL1-4_mt	D08	10000	A	6
D09	40	BR00103267	isolated	BR00103267	cmQTL1-4_mt	D09	20000	B	6
D10	37	BR00103267	isolated	BR00103267	cmQTL1-4_mt	D10	20000	B	6
D11	16	BR00103267	isolated	BR00103267	cmQTL1-4_mt	D11	15000	F	6
D12	16	BR00103267	isolated	BR00103267	cmQTL1-4_mt	D12	15000	F	6
D13	81	BR00103267	isolated	BR00103267	cmQTL1-4_mt	D13	5000	D	6
D14	101	BR00103267	isolated	BR00103267	cmQTL1-4_mt	D14	5000	D	6
D15	10	BR00103267	isolated	BR00103267	cmQTL1-4_mt	D15	20000	F	6
D16	15	BR00103267	isolated	BR00103267	cmQTL1-4_mt	D16	20000	F	6
D17	67	BR00103267	isolated	BR00103267	cmQTL1-4_mt	D17	10000	D	6
D18	67	BR00103267	isolated	BR00103267	cmQTL1-4_mt	D18	10000	D	6
D19	72	BR00103267	isolated	BR00103267	cmQTL1-4_mt	D19	5000	A	6
D20	72	BR00103267	isolated	BR00103267	cmQTL1-4_mt	D20	5000	A	6
D21	174	BR00103267	isolated	BR00103267	cmQTL1-4_mt	D21	10000	E	6
D22	164	BR00103267	isolated	BR00103267	cmQTL1-4_mt	D22	10000	E	6
D23	57	BR00103267	isolated	BR00103267	cmQTL1-4_mt	D23	20000	D	6
D24	45	BR00103267	isolated	BR00103267	cmQTL1-4_mt	D24	20000	D	6
E01	91	BR00103267	isolated	BR00103267	cmQTL1-4_mt	E01	5000	D	6
E02	89	BR00103267	isolated	BR00103267	cmQTL1-4_mt	E02	5000	D	6
E03	72	BR00103267	isolated	BR00103267	cmQTL1-4_mt	E03	20000	B	6
E04	51	BR00103267	isolated	BR00103267	cmQTL1-4_mt	E04	20000	B	6
E05	40	BR00103267	isolated	BR00103267	cmQTL1-4_mt	E05	20000	F	6
E06	17	BR00103267	isolated	BR00103267	cmQTL1-4_mt	E06	20000	F	6
E07	61	BR00103267	isolated	BR00103267	cmQTL1-4_mt	E07	15000	E	6
E08	108	BR00103267	isolated	BR00103267	cmQTL1-4_mt	E08	15000	E	6
E09	93	BR00103267	isolated	BR00103267	cmQTL1-4_mt	E09	10000	F	6
E10	84	BR00103267	isolated	BR00103267	cmQTL1-4_mt	E10	10000	F	6
E11	77	BR00103267	isolated	BR00103267	cmQTL1-4_mt	E11	20000	A	6
E12	61	BR00103267	isolated	BR00103267	cmQTL1-4_mt	E12	20000	A	6
E13	90	BR00103267	isolated	BR00103267	cmQTL1-4_mt	E13	10000	B	6
E14	98	BR00103267	isolated	BR00103267	cmQTL1-4_mt	E14	10000	B	6
E15	52	BR00103267	isolated	BR00103267	cmQTL1-4_mt	E15	5000	E	6
E16	64	BR00103267	isolated	BR00103267	cmQTL1-4_mt	E16	5000	E	6
E17	50	BR00103267	isolated	BR00103267	cmQTL1-4_mt	E17	10000	F	6
E18	21	BR00103267	isolated	BR00103267	cmQTL1-4_mt	E18	10000	F	6
E19	87	BR00103267	isolated	BR00103267	cmQTL1-4_mt	E19	10000	C	6
E20	82	BR00103267	isolated	BR00103267	cmQTL1-4_mt	E20	10000	C	6
E21	79	BR00103267	isolated	BR00103267	cmQTL1-4_mt	E21	5000	B	6
E22	99	BR00103267	isolated	BR00103267	cmQTL1-4_mt	E22	5000	B	6
E23	65	BR00103267	isolated	BR00103267	cmQTL1-4_mt	E23	20000	B	6
E24	45	BR00103267	isolated	BR00103267	cmQTL1-4_mt	E24	20000	B	6
F01	82	BR00103267	isolated	BR00103267	cmQTL1-4_mt	F01	5000	D	6
F02	84	BR00103267	isolated	BR00103267	cmQTL1-4_mt	F02	5000	D	6
F03	53	BR00103267	isolated	BR00103267	cmQTL1-4_mt	F03	20000	B	6
F04	32	BR00103267	isolated	BR00103267	cmQTL1-4_mt	F04	20000	B	6
F05	13	BR00103267	isolated	BR00103267	cmQTL1-4_mt	F05	20000	F	6
F06	14	BR00103267	isolated	BR00103267	cmQTL1-4_mt	F06	20000	F	6
F07	156	BR00103267	isolated	BR00103267	cmQTL1-4_mt	F07	15000	E	6
F08	200	BR00103267	isolated	BR00103267	cmQTL1-4_mt	F08	15000	E	6
F09	24	BR00103267	isolated	BR00103267	cmQTL1-4_mt	F09	10000	F	6
F10	29	BR00103267	isolated	BR00103267	cmQTL1-4_mt	F10	10000	F	6
F11	45	BR00103267	isolated	BR00103267	cmQTL1-4_mt	F11	20000	A	6
F12	60	BR00103267	isolated	BR00103267	cmQTL1-4_mt	F12	20000	A	6
F13	72	BR00103267	isolated	BR00103267	cmQTL1-4_mt	F13	10000	B	6
F14	68	BR00103267	isolated	BR00103267	cmQTL1-4_mt	F14	10000	B	6
F15	92	BR00103267	isolated	BR00103267	cmQTL1-4_mt	F15	5000	E	6
F16	102	BR00103267	isolated	BR00103267	cmQTL1-4_mt	F16	5000	E	6
F17	23	BR00103267	isolated	BR00103267	cmQTL1-4_mt	F17	10000	F	6
F18	17	BR00103267	isolated	BR00103267	cmQTL1-4_mt	F18	10000	F	6
F19	50	BR00103267	isolated	BR00103267	cmQTL1-4_mt	F19	10000	C	6
F20	63	BR00103267	isolated	BR00103267	cmQTL1-4_mt	F20	10000	C	6
F21	100	BR00103267	isolated	BR00103267	cmQTL1-4_mt	F21	5000	B	6
F22	100	BR00103267	isolated	BR00103267	cmQTL1-4_mt	F22	5000	B	6
F23	36	BR00103267	isolated	BR00103267	cmQTL1-4_mt	F23	20000	B	6
F24	44	BR00103267	isolated	BR00103267	cmQTL1-4_mt	F24	20000	B	6
G01	156	BR00103267	isolated	BR00103267	cmQTL1-4_mt	G01	15000	E	6
G02	177	BR00103267	isolated	BR00103267	cmQTL1-4_mt	G02	15000	E	6
G03	70	BR00103267	isolated	BR00103267	cmQTL1-4_mt	G03	15000	D	6
G04	83	BR00103267	isolated	BR00103267	cmQTL1-4_mt	G04	15000	D	6
G05	61	BR00103267	isolated	BR00103267	cmQTL1-4_mt	G05	5000	C	6
G06	85	BR00103267	isolated	BR00103267	cmQTL1-4_mt	G06	5000	C	6
G07	60	BR00103267	isolated	BR00103267	cmQTL1-4_mt	G07	10000	E	6
G08	71	BR00103267	isolated	BR00103267	cmQTL1-4_mt	G08	10000	E	6
G09	69	BR00103267	isolated	BR00103267	cmQTL1-4_mt	G09	20000	D	6
G10	55	BR00103267	isolated	BR00103267	cmQTL1-4_mt	G10	20000	D	6
G11	72	BR00103267	isolated	BR00103267	cmQTL1-4_mt	G11	5000	F	6
G12	58	BR00103267	isolated	BR00103267	cmQTL1-4_mt	G12	5000	F	6
G13	62	BR00103267	isolated	BR00103267	cmQTL1-4_mt	G13	15000	A	6
G14	46	BR00103267	isolated	BR00103267	cmQTL1-4_mt	G14	15000	A	6
G15	79	BR00103267	isolated	BR00103267	cmQTL1-4_mt	G15	5000	F	6
G16	78	BR00103267	isolated	BR00103267	cmQTL1-4_mt	G16	5000	F	6
G17	79	BR00103267	isolated	BR00103267	cmQTL1-4_mt	G17	20000	E	6
G18	155	BR00103267	isolated	BR00103267	cmQTL1-4_mt	G18	20000	E	6
G19	82	BR00103267	isolated	BR00103267	cmQTL1-4_mt	G19	5000	F	6
G20	64	BR00103267	isolated	BR00103267	cmQTL1-4_mt	G20	5000	F	6
G21	89	BR00103267	isolated	BR00103267	cmQTL1-4_mt	G21	5000	C	6
G22	92	BR00103267	isolated	BR00103267	cmQTL1-4_mt	G22	5000	C	6
G23	92	BR00103267	isolated	BR00103267	cmQTL1-4_mt	G23	10000	A	6
G24	84	BR00103267	isolated	BR00103267	cmQTL1-4_mt	G24	10000	A	6
H01	203	BR00103267	isolated	BR00103267	cmQTL1-4_mt	H01	15000	E	6
H02	213	BR00103267	isolated	BR00103267	cmQTL1-4_mt	H02	15000	E	6
H03	46	BR00103267	isolated	BR00103267	cmQTL1-4_mt	H03	15000	D	6
H04	35	BR00103267	isolated	BR00103267	cmQTL1-4_mt	H04	15000	D	6
H05	86	BR00103267	isolated	BR00103267	cmQTL1-4_mt	H05	5000	C	6
H06	88	BR00103267	isolated	BR00103267	cmQTL1-4_mt	H06	5000	C	6
H07	113	BR00103267	isolated	BR00103267	cmQTL1-4_mt	H07	10000	E	6
H08	151	BR00103267	isolated	BR00103267	cmQTL1-4_mt	H08	10000	E	6
H09	56	BR00103267	isolated	BR00103267	cmQTL1-4_mt	H09	20000	D	6
H10	43	BR00103267	isolated	BR00103267	cmQTL1-4_mt	H10	20000	D	6
H11	54	BR00103267	isolated	BR00103267	cmQTL1-4_mt	H11	5000	F	6
H12	60	BR00103267	isolated	BR00103267	cmQTL1-4_mt	H12	5000	F	6
H13	56	BR00103267	isolated	BR00103267	cmQTL1-4_mt	H13	15000	A	6
H14	54	BR00103267	isolated	BR00103267	cmQTL1-4_mt	H14	15000	A	6
H15	46	BR00103267	isolated	BR00103267	cmQTL1-4_mt	H15	5000	F	6
H16	75	BR00103267	isolated	BR00103267	cmQTL1-4_mt	H16	5000	F	6
H17	173	BR00103267	isolated	BR00103267	cmQTL1-4_mt	H17	20000	E	6
H18	228	BR00103267	isolated	BR00103267	cmQTL1-4_mt	H18	20000	E	6
H19	50	BR00103267	isolated	BR00103267	cmQTL1-4_mt	H19	5000	F	6
H20	74	BR00103267	isolated	BR00103267	cmQTL1-4_mt	H20	5000	F	6
H21	99	BR00103267	isolated	BR00103267	cmQTL1-4_mt	H21	5000	C	6
H22	95	BR00103267	isolated	BR00103267	cmQTL1-4_mt	H22	5000	C	6
H23	81	BR00103267	isolated	BR00103267	cmQTL1-4_mt	H23	10000	A	6
H24	87	BR00103267	isolated	BR00103267	cmQTL1-4_mt	H24	10000	A	6
I01	93	BR00103267	isolated	BR00103267	cmQTL1-4_mt	I01	15000	A	6
I02	65	BR00103267	isolated	BR00103267	cmQTL1-4_mt	I02	15000	A	6
I03	90	BR00103267	isolated	BR00103267	cmQTL1-4_mt	I03	15000	C	6
I04	68	BR00103267	isolated	BR00103267	cmQTL1-4_mt	I04	15000	C	6
I05	125	BR00103267	isolated	BR00103267	cmQTL1-4_mt	I05	20000	E	6
I06	208	BR00103267	isolated	BR00103267	cmQTL1-4_mt	I06	20000	E	6
I07	54	BR00103267	isolated	BR00103267	cmQTL1-4_mt	I07	20000	F	6
I08	12	BR00103267	isolated	BR00103267	cmQTL1-4_mt	I08	20000	F	6
I09	94	BR00103267	isolated	BR00103267	cmQTL1-4_mt	I09	15000	C	6
I10	73	BR00103267	isolated	BR00103267	cmQTL1-4_mt	I10	15000	C	6
I11	92	BR00103267	isolated	BR00103267	cmQTL1-4_mt	I11	10000	C	6
I12	68	BR00103267	isolated	BR00103267	cmQTL1-4_mt	I12	10000	C	6
I13	77	BR00103267	isolated	BR00103267	cmQTL1-4_mt	I13	15000	F	6
I14	23	BR00103267	isolated	BR00103267	cmQTL1-4_mt	I14	15000	F	6
I15	34	BR00103267	isolated	BR00103267	cmQTL1-4_mt	I15	5000	E	6
I16	66	BR00103267	isolated	BR00103267	cmQTL1-4_mt	I16	5000	E	6
I17	36	BR00103267	isolated	BR00103267	cmQTL1-4_mt	I17	5000	D	6
I18	63	BR00103267	isolated	BR00103267	cmQTL1-4_mt	I18	5000	D	6
I19	91	BR00103267	isolated	BR00103267	cmQTL1-4_mt	I19	20000	F	6
I20	28	BR00103267	isolated	BR00103267	cmQTL1-4_mt	I20	20000	F	6
I21	82	BR00103267	isolated	BR00103267	cmQTL1-4_mt	I21	5000	E	6
I22	94	BR00103267	isolated	BR00103267	cmQTL1-4_mt	I22	5000	E	6
I23	109	BR00103267	isolated	BR00103267	cmQTL1-4_mt	I23	10000	D	6
I24	87	BR00103267	isolated	BR00103267	cmQTL1-4_mt	I24	10000	D	6
J01	55	BR00103267	isolated	BR00103267	cmQTL1-4_mt	J01	15000	A	6
J02	60	BR00103267	isolated	BR00103267	cmQTL1-4_mt	J02	15000	A	6
J03	47	BR00103267	isolated	BR00103267	cmQTL1-4_mt	J03	15000	C	6
J04	44	BR00103267	isolated	BR00103267	cmQTL1-4_mt	J04	15000	C	6
J05	230	BR00103267	isolated	BR00103267	cmQTL1-4_mt	J05	20000	E	6
J06	206	BR00103267	isolated	BR00103267	cmQTL1-4_mt	J06	20000	E	6
J07	7	BR00103267	isolated	BR00103267	cmQTL1-4_mt	J07	20000	F	6
J08	13	BR00103267	isolated	BR00103267	cmQTL1-4_mt	J08	20000	F	6
J09	75	BR00103267	isolated	BR00103267	cmQTL1-4_mt	J09	15000	C	6
J10	80	BR00103267	isolated	BR00103267	cmQTL1-4_mt	J10	15000	C	6
J11	67	BR00103267	isolated	BR00103267	cmQTL1-4_mt	J11	10000	C	6
J12	82	BR00103267	isolated	BR00103267	cmQTL1-4_mt	J12	10000	C	6
J13	19	BR00103267	isolated	BR00103267	cmQTL1-4_mt	J13	15000	F	6
J14	21	BR00103267	isolated	BR00103267	cmQTL1-4_mt	J14	15000	F	6
J15	79	BR00103267	isolated	BR00103267	cmQTL1-4_mt	J15	5000	E	6
J16	94	BR00103267	isolated	BR00103267	cmQTL1-4_mt	J16	5000	E	6
J17	76	BR00103267	isolated	BR00103267	cmQTL1-4_mt	J17	5000	D	6
J18	82	BR00103267	isolated	BR00103267	cmQTL1-4_mt	J18	5000	D	6
J19	19	BR00103267	isolated	BR00103267	cmQTL1-4_mt	J19	20000	F	6
J20	3	BR00103267	isolated	BR00103267	cmQTL1-4_mt	J20	20000	F	6
J21	119	BR00103267	isolated	BR00103267	cmQTL1-4_mt	J21	5000	E	6
J22	120	BR00103267	isolated	BR00103267	cmQTL1-4_mt	J22	5000	E	6
J23	76	BR00103267	isolated	BR00103267	cmQTL1-4_mt	J23	10000	D	6
J24	60	BR00103267	isolated	BR00103267	cmQTL1-4_mt	J24	10000	D	6
K01	51	BR00103267	isolated	BR00103267	cmQTL1-4_mt	K01	15000	F	6
K02	31	BR00103267	isolated	BR00103267	cmQTL1-4_mt	K02	15000	F	6
K03	108	BR00103267	isolated	BR00103267	cmQTL1-4_mt	K03	15000	B	6
K04	118	BR00103267	isolated	BR00103267	cmQTL1-4_mt	K04	15000	B	6
K05	88	BR00103267	isolated	BR00103267	cmQTL1-4_mt	K05	20000	C	6
K06	138	BR00103267	isolated	BR00103267	cmQTL1-4_mt	K06	20000	C	6
K07	90	BR00103267	isolated	BR00103267	cmQTL1-4_mt	K07	10000	D	6
K08	98	BR00103267	isolated	BR00103267	cmQTL1-4_mt	K08	10000	D	6
K09	144	BR00103267	isolated	BR00103267	cmQTL1-4_mt	K09	20000	E	6
K10	211	BR00103267	isolated	BR00103267	cmQTL1-4_mt	K10	20000	E	6
K11	94	BR00103267	isolated	BR00103267	cmQTL1-4_mt	K11	15000	D	6
K12	43	BR00103267	isolated	BR00103267	cmQTL1-4_mt	K12	15000	D	6
K13	130	BR00103267	isolated	BR00103267	cmQTL1-4_mt	K13	15000	E	6
K14	178	BR00103267	isolated	BR00103267	cmQTL1-4_mt	K14	15000	E	6
K15	52	BR00103267	isolated	BR00103267	cmQTL1-4_mt	K15	5000	A	6
K16	72	BR00103267	isolated	BR00103267	cmQTL1-4_mt	K16	5000	A	6
K17	77	BR00103267	isolated	BR00103267	cmQTL1-4_mt	K17	10000	F	6
K18	49	BR00103267	isolated	BR00103267	cmQTL1-4_mt	K18	10000	F	6
K19	78	BR00103267	isolated	BR00103267	cmQTL1-4_mt	K19	20000	A	6
K20	75	BR00103267	isolated	BR00103267	cmQTL1-4_mt	K20	20000	A	6
K21	88	BR00103267	isolated	BR00103267	cmQTL1-4_mt	K21	15000	D	6
K22	102	BR00103267	isolated	BR00103267	cmQTL1-4_mt	K22	15000	D	6
K23	99	BR00103267	isolated	BR00103267	cmQTL1-4_mt	K23	10000	B	6
K24	87	BR00103267	isolated	BR00103267	cmQTL1-4_mt	K24	10000	B	6
L01	7	BR00103267	isolated	BR00103267	cmQTL1-4_mt	L01	15000	F	6
L02	12	BR00103267	isolated	BR00103267	cmQTL1-4_mt	L02	15000	F	6
L03	69	BR00103267	isolated	BR00103267	cmQTL1-4_mt	L03	15000	B	6
L04	73	BR00103267	isolated	BR00103267	cmQTL1-4_mt	L04	15000	B	6
L05	83	BR00103267	isolated	BR00103267	cmQTL1-4_mt	L05	20000	C	6
L06	65	BR00103267	isolated	BR00103267	cmQTL1-4_mt	L06	20000	C	6
L07	68	BR00103267	isolated	BR00103267	cmQTL1-4_mt	L07	10000	D	6
L08	56	BR00103267	isolated	BR00103267	cmQTL1-4_mt	L08	10000	D	6
L09	228	BR00103267	isolated	BR00103267	cmQTL1-4_mt	L09	20000	E	6
L10	239	BR00103267	isolated	BR00103267	cmQTL1-4_mt	L10	20000	E	6
L11	42	BR00103267	isolated	BR00103267	cmQTL1-4_mt	L11	15000	D	6
