Metadata_Plate,Metadata_Well,Count_Cells
cmqtlpl1.5-31-2019-mt,C17,555
cmqtlpl1.5-31-2019-mt,C17,571
cmqtlpl1.5-31-2019-mt,C17,881
cmqtlpl1.5-31-2019-mt,C17,911
cmqtlpl1.5-31-2019-mt,C17,998
cmqtlpl1.5-31-2019-mt,C18,284
cmqtlpl1.5-31-2019-mt,C18,349
cmqtlpl1.5-31-2019-mt,C18,362
cmqtlpl1.5-31-2019-mt,C18,417
cmqtlpl1.5-31-2019-mt,C18,441
cmqtlpl1.5-31-2019-mt,C18,457
cmqtlpl1.5-31-2019-mt,C18,463
cmqtlpl1.5-31-2019-mt,C18,563
cmqtlpl1.5-31-2019-mt,C18,630
cmqtlpl1.5-31-2019-mt,C19,439
cmqtlpl1.5-31-2019-mt,C19,443
cmqtlpl1.5-31-2019-mt,C19,488
cmqtlpl1.5-31-2019-mt,C19,515
cmqtlpl1.5-31-2019-mt,C19,526
cmqtlpl1.5-31-2019-mt,C19,554
cmqtlpl1.5-31-2019-mt,C19,581
cmqtlpl1.5-31-2019-mt,C19,600
cmqtlpl1.5-31-2019-mt,C19,688
cmqtlpl1.5-31-2019-mt,C20,229
cmqtlpl1.5-31-2019-mt,C20,254
cmqtlpl1.5-31-2019-mt,C20,254
cmqtlpl1.5-31-2019-mt,C20,258
cmqtlpl1.5-31-2019-mt,C20,284
cmqtlpl1.5-31-2019-mt,C20,288
cmqtlpl1.5-31-2019-mt,C20,297
cmqtlpl1.5-31-2019-mt,C20,353
cmqtlpl1.5-31-2019-mt,C20,371
cmqtlpl1.5-31-2019-mt,C21,300
cmqtlpl1.5-31-2019-mt,C21,338
cmqtlpl1.5-31-2019-mt,C21,378
cmqtlpl1.5-31-2019-mt,C21,407
cmqtlpl1.5-31-2019-mt,C21,461
cmqtlpl1.5-31-2019-mt,C21,484
cmqtlpl1.5-31-2019-mt,C21,485
cmqtlpl1.5-31-2019-mt,C21,525
cmqtlpl1.5-31-2019-mt,C21,581
cmqtlpl1.5-31-2019-mt,C22,233
cmqtlpl1.5-31-2019-mt,C22,239
cmqtlpl1.5-31-2019-mt,C22,245
cmqtlpl1.5-31-2019-mt,C22,264
cmqtlpl1.5-31-2019-mt,C22,277
cmqtlpl1.5-31-2019-mt,C22,305
cmqtlpl1.5-31-2019-mt,C22,307
cmqtlpl1.5-31-2019-mt,C22,332
cmqtlpl1.5-31-2019-mt,C22,343
cmqtlpl1.5-31-2019-mt,C23,1015
cmqtlpl1.5-31-2019-mt,C23,1029
cmqtlpl1.5-31-2019-mt,C23,1104
cmqtlpl1.5-31-2019-mt,C23,1375
cmqtlpl1.5-31-2019-mt,C23,566
cmqtlpl1.5-31-2019-mt,C23,656
cmqtlpl1.5-31-2019-mt,C23,781
cmqtlpl1.5-31-2019-mt,C23,811
cmqtlpl1.5-31-2019-mt,C23,952
cmqtlpl1.5-31-2019-mt,C24,298
cmqtlpl1.5-31-2019-mt,C24,319
cmqtlpl1.5-31-2019-mt,C24,352
cmqtlpl1.5-31-2019-mt,C24,405
cmqtlpl1.5-31-2019-mt,C24,441
cmqtlpl1.5-31-2019-mt,C24,470
cmqtlpl1.5-31-2019-mt,C24,572
cmqtlpl1.5-31-2019-mt,C24,637
cmqtlpl1.5-31-2019-mt,C24,723
cmqtlpl1.5-31-2019-mt,D01,146
cmqtlpl1.5-31-2019-mt,D01,184
cmqtlpl1.5-31-2019-mt,D01,193
cmqtlpl1.5-31-2019-mt,D01,202
cmqtlpl1.5-31-2019-mt,D01,270
cmqtlpl1.5-31-2019-mt,D01,287
cmqtlpl1.5-31-2019-mt,D01,291
cmqtlpl1.5-31-2019-mt,D01,327
cmqtlpl1.5-31-2019-mt,D01,343
cmqtlpl1.5-31-2019-mt,D02,125
cmqtlpl1.5-31-2019-mt,D02,146
cmqtlpl1.5-31-2019-mt,D02,149
cmqtlpl1.5-31-2019-mt,D02,162
cmqtlpl1.5-31-2019-mt,D02,181
cmqtlpl1.5-31-2019-mt,D02,183
cmqtlpl1.5-31-2019-mt,D02,183
cmqtlpl1.5-31-2019-mt,D02,198
cmqtlpl1.5-31-2019-mt,D02,204
cmqtlpl1.5-31-2019-mt,D03,118
cmqtlpl1.5-31-2019-mt,D03,128
cmqtlpl1.5-31-2019-mt,D03,130
cmqtlpl1.5-31-2019-mt,D03,148
cmqtlpl1.5-31-2019-mt,D03,153
cmqtlpl1.5-31-2019-mt,D03,157
cmqtlpl1.5-31-2019-mt,D03,160
cmqtlpl1.5-31-2019-mt,D03,166
cmqtlpl1.5-31-2019-mt,D03,172
cmqtlpl1.5-31-2019-mt,D04,102
cmqtlpl1.5-31-2019-mt,D04,118
cmqtlpl1.5-31-2019-mt,D04,142
cmqtlpl1.5-31-2019-mt,D04,144
cmqtlpl1.5-31-2019-mt,D04,155
cmqtlpl1.5-31-2019-mt,D04,161
cmqtlpl1.5-31-2019-mt,D04,162
cmqtlpl1.5-31-2019-mt,D04,180
cmqtlpl1.5-31-2019-mt,D04,188
cmqtlpl1.5-31-2019-mt,D05,105
cmqtlpl1.5-31-2019-mt,D05,106
cmqtlpl1.5-31-2019-mt,D05,113
cmqtlpl1.5-31-2019-mt,D05,122
cmqtlpl1.5-31-2019-mt,D05,133
cmqtlpl1.5-31-2019-mt,D05,162
cmqtlpl1.5-31-2019-mt,D05,168
cmqtlpl1.5-31-2019-mt,D05,169
cmqtlpl1.5-31-2019-mt,D05,94
cmqtlpl1.5-31-2019-mt,D06,100
cmqtlpl1.5-31-2019-mt,D06,109
cmqtlpl1.5-31-2019-mt,D06,111
cmqtlpl1.5-31-2019-mt,D06,119
cmqtlpl1.5-31-2019-mt,D06,129
cmqtlpl1.5-31-2019-mt,D06,171
cmqtlpl1.5-31-2019-mt,D06,71
cmqtlpl1.5-31-2019-mt,D06,74
cmqtlpl1.5-31-2019-mt,D06,80
cmqtlpl1.5-31-2019-mt,D07,234
cmqtlpl1.5-31-2019-mt,D07,242
cmqtlpl1.5-31-2019-mt,D07,263
cmqtlpl1.5-31-2019-mt,D07,273
cmqtlpl1.5-31-2019-mt,D07,320
cmqtlpl1.5-31-2019-mt,D07,325
cmqtlpl1.5-31-2019-mt,D07,326
cmqtlpl1.5-31-2019-mt,D07,358
cmqtlpl1.5-31-2019-mt,D07,517
cmqtlpl1.5-31-2019-mt,D08,158
cmqtlpl1.5-31-2019-mt,D08,191
cmqtlpl1.5-31-2019-mt,D08,198
cmqtlpl1.5-31-2019-mt,D08,200
cmqtlpl1.5-31-2019-mt,D08,207
cmqtlpl1.5-31-2019-mt,D08,223
cmqtlpl1.5-31-2019-mt,D08,227
cmqtlpl1.5-31-2019-mt,D08,247
cmqtlpl1.5-31-2019-mt,D08,275
cmqtlpl1.5-31-2019-mt,D09,178
cmqtlpl1.5-31-2019-mt,D09,217
cmqtlpl1.5-31-2019-mt,D09,255
cmqtlpl1.5-31-2019-mt,D09,256
cmqtlpl1.5-31-2019-mt,D09,276
cmqtlpl1.5-31-2019-mt,D09,284
cmqtlpl1.5-31-2019-mt,D09,319
cmqtlpl1.5-31-2019-mt,D09,453
cmqtlpl1.5-31-2019-mt,D09,467
cmqtlpl1.5-31-2019-mt,D10,135
cmqtlpl1.5-31-2019-mt,D10,176
cmqtlpl1.5-31-2019-mt,D10,179
cmqtlpl1.5-31-2019-mt,D10,179
cmqtlpl1.5-31-2019-mt,D10,200
cmqtlpl1.5-31-2019-mt,D10,209
cmqtlpl1.5-31-2019-mt,D10,210
cmqtlpl1.5-31-2019-mt,D10,220
cmqtlpl1.5-31-2019-mt,D10,222
cmqtlpl1.5-31-2019-mt,D11,426
cmqtlpl1.5-31-2019-mt,D11,478
cmqtlpl1.5-31-2019-mt,D11,490
cmqtlpl1.5-31-2019-mt,D11,505
cmqtlpl1.5-31-2019-mt,D11,516
cmqtlpl1.5-31-2019-mt,D11,570
cmqtlpl1.5-31-2019-mt,D11,624
cmqtlpl1.5-31-2019-mt,D11,689
cmqtlpl1.5-31-2019-mt,D11,730
cmqtlpl1.5-31-2019-mt,D12,243
cmqtlpl1.5-31-2019-mt,D12,274
cmqtlpl1.5-31-2019-mt,D12,288
cmqtlpl1.5-31-2019-mt,D12,293
cmqtlpl1.5-31-2019-mt,D12,294
cmqtlpl1.5-31-2019-mt,D12,326
cmqtlpl1.5-31-2019-mt,D12,359
cmqtlpl1.5-31-2019-mt,D12,383
cmqtlpl1.5-31-2019-mt,D12,452
cmqtlpl1.5-31-2019-mt,D13,147
cmqtlpl1.5-31-2019-mt,D13,150
cmqtlpl1.5-31-2019-mt,D13,166
cmqtlpl1.5-31-2019-mt,D13,177
cmqtlpl1.5-31-2019-mt,D13,179
cmqtlpl1.5-31-2019-mt,D13,191
cmqtlpl1.5-31-2019-mt,D13,192
cmqtlpl1.5-31-2019-mt,D13,244
cmqtlpl1.5-31-2019-mt,D13,254
cmqtlpl1.5-31-2019-mt,D14,108
cmqtlpl1.5-31-2019-mt,D14,111
cmqtlpl1.5-31-2019-mt,D14,114
cmqtlpl1.5-31-2019-mt,D14,147
cmqtlpl1.5-31-2019-mt,D14,162
cmqtlpl1.5-31-2019-mt,D14,200
cmqtlpl1.5-31-2019-mt,D14,202
cmqtlpl1.5-31-2019-mt,D14,72
cmqtlpl1.5-31-2019-mt,D14,98
cmqtlpl1.5-31-2019-mt,D15,301
cmqtlpl1.5-31-2019-mt,D15,331
cmqtlpl1.5-31-2019-mt,D15,339
cmqtlpl1.5-31-2019-mt,D15,381
cmqtlpl1.5-31-2019-mt,D15,388
cmqtlpl1.5-31-2019-mt,D15,407
cmqtlpl1.5-31-2019-mt,D15,437
cmqtlpl1.5-31-2019-mt,D15,451
cmqtlpl1.5-31-2019-mt,D15,470
cmqtlpl1.5-31-2019-mt,D16,200
cmqtlpl1.5-31-2019-mt,D16,230
cmqtlpl1.5-31-2019-mt,D16,263
cmqtlpl1.5-31-2019-mt,D16,278
cmqtlpl1.5-31-2019-mt,D16,301
cmqtlpl1.5-31-2019-mt,D16,313
cmqtlpl1.5-31-2019-mt,D16,317
cmqtlpl1.5-31-2019-mt,D16,323
cmqtlpl1.5-31-2019-mt,D16,344
cmqtlpl1.5-31-2019-mt,D17,277
cmqtlpl1.5-31-2019-mt,D17,294
cmqtlpl1.5-31-2019-mt,D17,352
cmqtlpl1.5-31-2019-mt,D17,403
cmqtlpl1.5-31-2019-mt,D17,465
cmqtlpl1.5-31-2019-mt,D17,504
cmqtlpl1.5-31-2019-mt,D17,564
cmqtlpl1.5-31-2019-mt,D17,576
cmqtlpl1.5-31-2019-mt,D17,634
cmqtlpl1.5-31-2019-mt,D18,170
cmqtlpl1.5-31-2019-mt,D18,174
cmqtlpl1.5-31-2019-mt,D18,176
cmqtlpl1.5-31-2019-mt,D18,204
cmqtlpl1.5-31-2019-mt,D18,205
cmqtlpl1.5-31-2019-mt,D18,240
cmqtlpl1.5-31-2019-mt,D18,251
cmqtlpl1.5-31-2019-mt,D18,273
cmqtlpl1.5-31-2019-mt,D18,383
cmqtlpl1.5-31-2019-mt,D19,243
cmqtlpl1.5-31-2019-mt,D19,257
cmqtlpl1.5-31-2019-mt,D19,261
cmqtlpl1.5-31-2019-mt,D19,297
cmqtlpl1.5-31-2019-mt,D19,319
cmqtlpl1.5-31-2019-mt,D19,322
cmqtlpl1.5-31-2019-mt,D19,324
cmqtlpl1.5-31-2019-mt,D19,327
cmqtlpl1.5-31-2019-mt,D19,356
cmqtlpl1.5-31-2019-mt,D20,111
cmqtlpl1.5-31-2019-mt,D20,145
cmqtlpl1.5-31-2019-mt,D20,150
cmqtlpl1.5-31-2019-mt,D20,174
cmqtlpl1.5-31-2019-mt,D20,175
cmqtlpl1.5-31-2019-mt,D20,185
cmqtlpl1.5-31-2019-mt,D20,212
cmqtlpl1.5-31-2019-mt,D20,223
cmqtlpl1.5-31-2019-mt,D20,239
cmqtlpl1.5-31-2019-mt,D21,169
cmqtlpl1.5-31-2019-mt,D21,192
cmqtlpl1.5-31-2019-mt,D21,199
cmqtlpl1.5-31-2019-mt,D21,201
cmqtlpl1.5-31-2019-mt,D21,232
cmqtlpl1.5-31-2019-mt,D21,243
cmqtlpl1.5-31-2019-mt,D21,259
cmqtlpl1.5-31-2019-mt,D21,268
cmqtlpl1.5-31-2019-mt,D21,282
cmqtlpl1.5-31-2019-mt,D22,125
cmqtlpl1.5-31-2019-mt,D22,148
cmqtlpl1.5-31-2019-mt,D22,151
cmqtlpl1.5-31-2019-mt,D22,151
cmqtlpl1.5-31-2019-mt,D22,166
cmqtlpl1.5-31-2019-mt,D22,172
cmqtlpl1.5-31-2019-mt,D22,175
cmqtlpl1.5-31-2019-mt,D22,182
cmqtlpl1.5-31-2019-mt,D22,195
cmqtlpl1.5-31-2019-mt,D23,245
cmqtlpl1.5-31-2019-mt,D23,254
cmqtlpl1.5-31-2019-mt,D23,257
cmqtlpl1.5-31-2019-mt,D23,280
cmqtlpl1.5-31-2019-mt,D23,380
cmqtlpl1.5-31-2019-mt,D23,415
cmqtlpl1.5-31-2019-mt,D23,423
cmqtlpl1.5-31-2019-mt,D23,541
cmqtlpl1.5-31-2019-mt,D23,602
cmqtlpl1.5-31-2019-mt,D24,139
cmqtlpl1.5-31-2019-mt,D24,164
cmqtlpl1.5-31-2019-mt,D24,171
cmqtlpl1.5-31-2019-mt,D24,187
cmqtlpl1.5-31-2019-mt,D24,231
cmqtlpl1.5-31-2019-mt,D24,235
cmqtlpl1.5-31-2019-mt,D24,300
cmqtlpl1.5-31-2019-mt,D24,329
cmqtlpl1.5-31-2019-mt,D24,90
cmqtlpl1.5-31-2019-mt,E01,268
cmqtlpl1.5-31-2019-mt,E01,274
cmqtlpl1.5-31-2019-mt,E01,280
cmqtlpl1.5-31-2019-mt,E01,342
cmqtlpl1.5-31-2019-mt,E01,369
cmqtlpl1.5-31-2019-mt,E01,378
cmqtlpl1.5-31-2019-mt,E01,384
cmqtlpl1.5-31-2019-mt,E01,462
cmqtlpl1.5-31-2019-mt,E01,466
cmqtlpl1.5-31-2019-mt,E02,147
cmqtlpl1.5-31-2019-mt,E02,161
cmqtlpl1.5-31-2019-mt,E02,165
cmqtlpl1.5-31-2019-mt,E02,192
cmqtlpl1.5-31-2019-mt,E02,215
cmqtlpl1.5-31-2019-mt,E02,216
cmqtlpl1.5-31-2019-mt,E02,227
cmqtlpl1.5-31-2019-mt,E02,233
cmqtlpl1.5-31-2019-mt,E02,260
cmqtlpl1.5-31-2019-mt,E03,461
cmqtlpl1.5-31-2019-mt,E03,513
cmqtlpl1.5-31-2019-mt,E03,554
cmqtlpl1.5-31-2019-mt,E03,643
cmqtlpl1.5-31-2019-mt,E03,677
cmqtlpl1.5-31-2019-mt,E03,736
cmqtlpl1.5-31-2019-mt,E03,742
cmqtlpl1.5-31-2019-mt,E03,752
cmqtlpl1.5-31-2019-mt,E03,854
cmqtlpl1.5-31-2019-mt,E04,401
cmqtlpl1.5-31-2019-mt,E04,436
cmqtlpl1.5-31-2019-mt,E04,458
cmqtlpl1.5-31-2019-mt,E04,476
cmqtlpl1.5-31-2019-mt,E04,495
cmqtlpl1.5-31-2019-mt,E04,504
cmqtlpl1.5-31-2019-mt,E04,514
cmqtlpl1.5-31-2019-mt,E04,549
cmqtlpl1.5-31-2019-mt,E04,550
cmqtlpl1.5-31-2019-mt,E05,1134
cmqtlpl1.5-31-2019-mt,E05,1165
cmqtlpl1.5-31-2019-mt,E05,1176
cmqtlpl1.5-31-2019-mt,E05,1211
cmqtlpl1.5-31-2019-mt,E05,1223
cmqtlpl1.5-31-2019-mt,E05,1250
cmqtlpl1.5-31-2019-mt,E05,1315
cmqtlpl1.5-31-2019-mt,E05,1332
cmqtlpl1.5-31-2019-mt,E05,1359
cmqtlpl1.5-31-2019-mt,E06,487
cmqtlpl1.5-31-2019-mt,E06,500
cmqtlpl1.5-31-2019-mt,E06,501
cmqtlpl1.5-31-2019-mt,E06,526
cmqtlpl1.5-31-2019-mt,E06,568
cmqtlpl1.5-31-2019-mt,E06,576
cmqtlpl1.5-31-2019-mt,E06,703
cmqtlpl1.5-31-2019-mt,E06,776
cmqtlpl1.5-31-2019-mt,E06,823
cmqtlpl1.5-31-2019-mt,E07,41
cmqtlpl1.5-31-2019-mt,E07,54
cmqtlpl1.5-31-2019-mt,E07,56
cmqtlpl1.5-31-2019-mt,E07,62
cmqtlpl1.5-31-2019-mt,E07,64
cmqtlpl1.5-31-2019-mt,E07,66
cmqtlpl1.5-31-2019-mt,E07,67
cmqtlpl1.5-31-2019-mt,E07,73
cmqtlpl1.5-31-2019-mt,E07,75
cmqtlpl1.5-31-2019-mt,E08,35
cmqtlpl1.5-31-2019-mt,E08,40
cmqtlpl1.5-31-2019-mt,E08,42
cmqtlpl1.5-31-2019-mt,E08,48
cmqtlpl1.5-31-2019-mt,E08,53
cmqtlpl1.5-31-2019-mt,E08,61
cmqtlpl1.5-31-2019-mt,E08,63
cmqtlpl1.5-31-2019-mt,E08,64
cmqtlpl1.5-31-2019-mt,E08,72
cmqtlpl1.5-31-2019-mt,E09,197
cmqtlpl1.5-31-2019-mt,E09,210
cmqtlpl1.5-31-2019-mt,E09,224
cmqtlpl1.5-31-2019-mt,E09,237
cmqtlpl1.5-31-2019-mt,E09,314
cmqtlpl1.5-31-2019-mt,E09,77
cmqtlpl1.5-31-2019-mt,E09,90
cmqtlpl1.5-31-2019-mt,E09,91
cmqtlpl1.5-31-2019-mt,E09,96
cmqtlpl1.5-31-2019-mt,E10,125
cmqtlpl1.5-31-2019-mt,E10,126
cmqtlpl1.5-31-2019-mt,E10,129
cmqtlpl1.5-31-2019-mt,E10,135
cmqtlpl1.5-31-2019-mt,E10,147
cmqtlpl1.5-31-2019-mt,E10,170
cmqtlpl1.5-31-2019-mt,E10,206
cmqtlpl1.5-31-2019-mt,E10,36
cmqtlpl1.5-31-2019-mt,E10,63
cmqtlpl1.5-31-2019-mt,E11,717
cmqtlpl1.5-31-2019-mt,E11,775
cmqtlpl1.5-31-2019-mt,E11,780
cmqtlpl1.5-31-2019-mt,E11,791
cmqtlpl1.5-31-2019-mt,E11,796
cmqtlpl1.5-31-2019-mt,E11,806
cmqtlpl1.5-31-2019-mt,E11,822
cmqtlpl1.5-31-2019-mt,E11,898
cmqtlpl1.5-31-2019-mt,E11,901
cmqtlpl1.5-31-2019-mt,E12,393
cmqtlpl1.5-31-2019-mt,E12,435
cmqtlpl1.5-31-2019-mt,E12,467
cmqtlpl1.5-31-2019-mt,E12,470
cmqtlpl1.5-31-2019-mt,E12,508
cmqtlpl1.5-31-2019-mt,E12,537
cmqtlpl1.5-31-2019-mt,E12,558
cmqtlpl1.5-31-2019-mt,E12,603
cmqtlpl1.5-31-2019-mt,E12,605
cmqtlpl1.5-31-2019-mt,E13,417
cmqtlpl1.5-31-2019-mt,E13,457
cmqtlpl1.5-31-2019-mt,E13,460
cmqtlpl1.5-31-2019-mt,E13,545
cmqtlpl1.5-31-2019-mt,E13,595
cmqtlpl1.5-31-2019-mt,E13,612
cmqtlpl1.5-31-2019-mt,E13,680
cmqtlpl1.5-31-2019-mt,E13,706
cmqtlpl1.5-31-2019-mt,E13,779
cmqtlpl1.5-31-2019-mt,E14,308
cmqtlpl1.5-31-2019-mt,E14,315
cmqtlpl1.5-31-2019-mt,E14,346
cmqtlpl1.5-31-2019-mt,E14,352
cmqtlpl1.5-31-2019-mt,E14,364
cmqtlpl1.5-31-2019-mt,E14,386
cmqtlpl1.5-31-2019-mt,E14,403
cmqtlpl1.5-31-2019-mt,E14,439
cmqtlpl1.5-31-2019-mt,E14,459
cmqtlpl1.5-31-2019-mt,E15,123
cmqtlpl1.5-31-2019-mt,E15,131
cmqtlpl1.5-31-2019-mt,E15,135
cmqtlpl1.5-31-2019-mt,E15,138
cmqtlpl1.5-31-2019-mt,E15,144
cmqtlpl1.5-31-2019-mt,E15,159
cmqtlpl1.5-31-2019-mt,E15,171
cmqtlpl1.5-31-2019-mt,E15,201
cmqtlpl1.5-31-2019-mt,E15,96
cmqtlpl1.5-31-2019-mt,E16,258
cmqtlpl1.5-31-2019-mt,E16,272
cmqtlpl1.5-31-2019-mt,E16,276
cmqtlpl1.5-31-2019-mt,E16,278
cmqtlpl1.5-31-2019-mt,E16,309
cmqtlpl1.5-31-2019-mt,E16,323
cmqtlpl1.5-31-2019-mt,E16,342
cmqtlpl1.5-31-2019-mt,E16,370
cmqtlpl1.5-31-2019-mt,E16,394
cmqtlpl1.5-31-2019-mt,E17,371
cmqtlpl1.5-31-2019-mt,E17,452
cmqtlpl1.5-31-2019-mt,E17,477
cmqtlpl1.5-31-2019-mt,E17,485
cmqtlpl1.5-31-2019-mt,E17,566
cmqtlpl1.5-31-2019-mt,E17,577
cmqtlpl1.5-31-2019-mt,E17,648
cmqtlpl1.5-31-2019-mt,E17,664
cmqtlpl1.5-31-2019-mt,E17,795
cmqtlpl1.5-31-2019-mt,E18,138
cmqtlpl1.5-31-2019-mt,E18,177
cmqtlpl1.5-31-2019-mt,E18,208
cmqtlpl1.5-31-2019-mt,E18,214
cmqtlpl1.5-31-2019-mt,E18,235
cmqtlpl1.5-31-2019-mt,E18,275
cmqtlpl1.5-31-2019-mt,E18,282
cmqtlpl1.5-31-2019-mt,E18,323
cmqtlpl1.5-31-2019-mt,E18,332
cmqtlpl1.5-31-2019-mt,E19,349
cmqtlpl1.5-31-2019-mt,E19,459
cmqtlpl1.5-31-2019-mt,E19,465
cmqtlpl1.5-31-2019-mt,E19,484
cmqtlpl1.5-31-2019-mt,E19,505
cmqtlpl1.5-31-2019-mt,E19,513
cmqtlpl1.5-31-2019-mt,E19,560
cmqtlpl1.5-31-2019-mt,E19,561
cmqtlpl1.5-31-2019-mt,E19,602
cmqtlpl1.5-31-2019-mt,E20,139
cmqtlpl1.5-31-2019-mt,E20,143
cmqtlpl1.5-31-2019-mt,E20,147
cmqtlpl1.5-31-2019-mt,E20,175
cmqtlpl1.5-31-2019-mt,E20,205
cmqtlpl1.5-31-2019-mt,E20,247
cmqtlpl1.5-31-2019-mt,E20,285
cmqtlpl1.5-31-2019-mt,E20,312
cmqtlpl1.5-31-2019-mt,E20,321
cmqtlpl1.5-31-2019-mt,E21,261
cmqtlpl1.5-31-2019-mt,E21,296
cmqtlpl1.5-31-2019-mt,E21,342
cmqtlpl1.5-31-2019-mt,E21,350
cmqtlpl1.5-31-2019-mt,E21,370
cmqtlpl1.5-31-2019-mt,E21,385
cmqtlpl1.5-31-2019-mt,E21,389
cmqtlpl1.5-31-2019-mt,E21,406
cmqtlpl1.5-31-2019-mt,E21,434
cmqtlpl1.5-31-2019-mt,E22,148
cmqtlpl1.5-31-2019-mt,E22,179
cmqtlpl1.5-31-2019-mt,E22,181
cmqtlpl1.5-31-2019-mt,E22,197
cmqtlpl1.5-31-2019-mt,E22,209
cmqtlpl1.5-31-2019-mt,E22,232
cmqtlpl1.5-31-2019-mt,E22,259
cmqtlpl1.5-31-2019-mt,E22,260
cmqtlpl1.5-31-2019-mt,E22,335
cmqtlpl1.5-31-2019-mt,E23,1120
cmqtlpl1.5-31-2019-mt,E23,1127
cmqtlpl1.5-31-2019-mt,E23,1163
cmqtlpl1.5-31-2019-mt,E23,1223
cmqtlpl1.5-31-2019-mt,E23,687
cmqtlpl1.5-31-2019-mt,E23,775
cmqtlpl1.5-31-2019-mt,E23,845
cmqtlpl1.5-31-2019-mt,E23,919
cmqtlpl1.5-31-2019-mt,E23,981
cmqtlpl1.5-31-2019-mt,E24,285
cmqtlpl1.5-31-2019-mt,E24,356
cmqtlpl1.5-31-2019-mt,E24,356
cmqtlpl1.5-31-2019-mt,E24,358
cmqtlpl1.5-31-2019-mt,E24,363
cmqtlpl1.5-31-2019-mt,E24,396
cmqtlpl1.5-31-2019-mt,E24,397
cmqtlpl1.5-31-2019-mt,E24,496
cmqtlpl1.5-31-2019-mt,E24,572
cmqtlpl1.5-31-2019-mt,F01,108
cmqtlpl1.5-31-2019-mt,F01,109
cmqtlpl1.5-31-2019-mt,F01,114
cmqtlpl1.5-31-2019-mt,F01,157
cmqtlpl1.5-31-2019-mt,F01,165
cmqtlpl1.5-31-2019-mt,F01,186
cmqtlpl1.5-31-2019-mt,F01,190
cmqtlpl1.5-31-2019-mt,F01,96
cmqtlpl1.5-31-2019-mt,F01,98
cmqtlpl1.5-31-2019-mt,F02,100
cmqtlpl1.5-31-2019-mt,F02,104
cmqtlpl1.5-31-2019-mt,F02,118
cmqtlpl1.5-31-2019-mt,F02,126
cmqtlpl1.5-31-2019-mt,F02,162
cmqtlpl1.5-31-2019-mt,F02,62
cmqtlpl1.5-31-2019-mt,F02,70
cmqtlpl1.5-31-2019-mt,F02,86
cmqtlpl1.5-31-2019-mt,F02,97
cmqtlpl1.5-31-2019-mt,F03,269
cmqtlpl1.5-31-2019-mt,F03,298
cmqtlpl1.5-31-2019-mt,F03,319
cmqtlpl1.5-31-2019-mt,F03,322
cmqtlpl1.5-31-2019-mt,F03,345
cmqtlpl1.5-31-2019-mt,F03,349
cmqtlpl1.5-31-2019-mt,F03,403
cmqtlpl1.5-31-2019-mt,F03,411
cmqtlpl1.5-31-2019-mt,F03,425
cmqtlpl1.5-31-2019-mt,F04,187
cmqtlpl1.5-31-2019-mt,F04,208
cmqtlpl1.5-31-2019-mt,F04,209
cmqtlpl1.5-31-2019-mt,F04,214
cmqtlpl1.5-31-2019-mt,F04,220
cmqtlpl1.5-31-2019-mt,F04,228
cmqtlpl1.5-31-2019-mt,F04,265
cmqtlpl1.5-31-2019-mt,F04,275
cmqtlpl1.5-31-2019-mt,F04,285
cmqtlpl1.5-31-2019-mt,F05,612
cmqtlpl1.5-31-2019-mt,F05,655
cmqtlpl1.5-31-2019-mt,F05,663
cmqtlpl1.5-31-2019-mt,F05,706
cmqtlpl1.5-31-2019-mt,F05,733
cmqtlpl1.5-31-2019-mt,F05,738
cmqtlpl1.5-31-2019-mt,F05,743
cmqtlpl1.5-31-2019-mt,F05,922
cmqtlpl1.5-31-2019-mt,F05,941
cmqtlpl1.5-31-2019-mt,F06,308
cmqtlpl1.5-31-2019-mt,F06,340
cmqtlpl1.5-31-2019-mt,F06,340
cmqtlpl1.5-31-2019-mt,F06,350
cmqtlpl1.5-31-2019-mt,F06,376
cmqtlpl1.5-31-2019-mt,F06,380
cmqtlpl1.5-31-2019-mt,F06,392
cmqtlpl1.5-31-2019-mt,F06,433
cmqtlpl1.5-31-2019-mt,F06,494
cmqtlpl1.5-31-2019-mt,F07,49
cmqtlpl1.5-31-2019-mt,F07,61
cmqtlpl1.5-31-2019-mt,F07,68
cmqtlpl1.5-31-2019-mt,F07,70
cmqtlpl1.5-31-2019-mt,F07,76
cmqtlpl1.5-31-2019-mt,F07,79
cmqtlpl1.5-31-2019-mt,F07,85
cmqtlpl1.5-31-2019-mt,F07,93
cmqtlpl1.5-31-2019-mt,F07,98
cmqtlpl1.5-31-2019-mt,F08,105
cmqtlpl1.5-31-2019-mt,F08,107
cmqtlpl1.5-31-2019-mt,F08,110
cmqtlpl1.5-31-2019-mt,F08,113
cmqtlpl1.5-31-2019-mt,F08,151
cmqtlpl1.5-31-2019-mt,F08,81
cmqtlpl1.5-31-2019-mt,F08,87
cmqtlpl1.5-31-2019-mt,F08,96
cmqtlpl1.5-31-2019-mt,F08,98
cmqtlpl1.5-31-2019-mt,F09,118
cmqtlpl1.5-31-2019-mt,F09,119
cmqtlpl1.5-31-2019-mt,F09,123
cmqtlpl1.5-31-2019-mt,F09,127
cmqtlpl1.5-31-2019-mt,F09,58
cmqtlpl1.5-31-2019-mt,F09,81
cmqtlpl1.5-31-2019-mt,F09,90
cmqtlpl1.5-31-2019-mt,F09,93
cmqtlpl1.5-31-2019-mt,F09,99
