name,number_of_na
Cells_Texture_InfoMeas2_AGP_5_01,9
Cells_Texture_InfoMeas2_AGP_5_02,9
Cells_Texture_InfoMeas2_AGP_5_03,9
Cells_Texture_InfoMeas2_Brightfield_10_00,9
Cells_Texture_InfoMeas2_Brightfield_10_01,9
Cells_Texture_InfoMeas2_Brightfield_10_02,9
Cells_Texture_InfoMeas2_Brightfield_10_03,9
Cells_Texture_InfoMeas2_Brightfield_20_00,9
Cells_Texture_InfoMeas2_Brightfield_20_01,9
Cells_Texture_InfoMeas2_Brightfield_20_02,9
Cells_Texture_InfoMeas2_Brightfield_20_03,9
Cells_Texture_InfoMeas2_Brightfield_5_00,9
Cells_Texture_InfoMeas2_Brightfield_5_01,9
Cells_Texture_InfoMeas2_Brightfield_5_02,9
Cells_Texture_InfoMeas2_Brightfield_5_03,9
Cells_Texture_InfoMeas2_DNA_10_00,9
Cells_Texture_InfoMeas2_DNA_10_01,9
Cells_Texture_InfoMeas2_DNA_10_02,9
Cells_Texture_InfoMeas2_DNA_10_03,9
Cells_Texture_InfoMeas2_DNA_20_00,9
Cells_Texture_InfoMeas2_DNA_20_01,9
Cells_Texture_InfoMeas2_DNA_20_02,9
Cells_Texture_InfoMeas2_DNA_20_03,9
Cells_Texture_InfoMeas2_DNA_5_00,9
Cells_Texture_InfoMeas2_DNA_5_01,9
Cells_Texture_InfoMeas2_DNA_5_02,9
Cells_Texture_InfoMeas2_DNA_5_03,9
Cells_Texture_InfoMeas2_ER_10_00,9
Cells_Texture_InfoMeas2_ER_10_01,9
Cells_Texture_InfoMeas2_ER_10_02,9
Cells_Texture_InfoMeas2_ER_10_03,9
Cells_Texture_InfoMeas2_ER_20_00,9
Cells_Texture_InfoMeas2_ER_20_01,9
Cells_Texture_InfoMeas2_ER_20_02,9
Cells_Texture_InfoMeas2_ER_20_03,9
Cells_Texture_InfoMeas2_ER_5_00,9
Cells_Texture_InfoMeas2_ER_5_01,9
Cells_Texture_InfoMeas2_ER_5_02,9
Cells_Texture_InfoMeas2_ER_5_03,9
Cells_Texture_InfoMeas2_Mito_10_00,9
Cells_Texture_InfoMeas2_Mito_10_01,9
Cells_Texture_InfoMeas2_Mito_10_02,9
Cells_Texture_InfoMeas2_Mito_10_03,9
Cells_Texture_InfoMeas2_Mito_20_00,9
Cells_Texture_InfoMeas2_Mito_20_01,9
Cells_Texture_InfoMeas2_Mito_20_02,9
Cells_Texture_InfoMeas2_Mito_20_03,9
Cells_Texture_InfoMeas2_Mito_5_00,9
Cells_Texture_InfoMeas2_Mito_5_01,9
Cells_Texture_InfoMeas2_Mito_5_02,9
Cells_Texture_InfoMeas2_Mito_5_03,9
Cells_Texture_InfoMeas2_RNA_10_00,9
Cells_Texture_InfoMeas2_RNA_10_01,9
Cells_Texture_InfoMeas2_RNA_10_02,9
Cells_Texture_InfoMeas2_RNA_10_03,9
Cells_Texture_InfoMeas2_RNA_20_00,9
Cells_Texture_InfoMeas2_RNA_20_01,9
Cells_Texture_InfoMeas2_RNA_20_02,9
Cells_Texture_InfoMeas2_RNA_20_03,9
Cells_Texture_InfoMeas2_RNA_5_00,9
Cells_Texture_InfoMeas2_RNA_5_01,9
Cells_Texture_InfoMeas2_RNA_5_02,9
Cells_Texture_InfoMeas2_RNA_5_03,9
Cells_Texture_InverseDifferenceMoment_AGP_10_00,9
Cells_Texture_InverseDifferenceMoment_AGP_10_01,9
Cells_Texture_InverseDifferenceMoment_AGP_10_02,9
Cells_Texture_InverseDifferenceMoment_AGP_10_03,9
Cells_Texture_InverseDifferenceMoment_AGP_20_00,9
Cells_Texture_InverseDifferenceMoment_AGP_20_01,9
Cells_Texture_InverseDifferenceMoment_AGP_20_02,9
Cells_Texture_InverseDifferenceMoment_AGP_20_03,9
Cells_Texture_InverseDifferenceMoment_AGP_5_00,9
Cells_Texture_InverseDifferenceMoment_AGP_5_01,9
Cells_Texture_InverseDifferenceMoment_AGP_5_02,9
Cells_Texture_InverseDifferenceMoment_AGP_5_03,9
Cells_Texture_InverseDifferenceMoment_Brightfield_10_00,9
Cells_Texture_InverseDifferenceMoment_Brightfield_10_01,9
Cells_Texture_InverseDifferenceMoment_Brightfield_10_02,9
Cells_Texture_InverseDifferenceMoment_Brightfield_10_03,9
Cells_Texture_InverseDifferenceMoment_Brightfield_20_00,9
Cells_Texture_InverseDifferenceMoment_Brightfield_20_01,9
Cells_Texture_InverseDifferenceMoment_Brightfield_20_02,9
Cells_Texture_InverseDifferenceMoment_Brightfield_20_03,9
Cells_Texture_InverseDifferenceMoment_Brightfield_5_00,9
Cells_Texture_InverseDifferenceMoment_Brightfield_5_01,9
Cells_Texture_InverseDifferenceMoment_Brightfield_5_02,9
Cells_Texture_InverseDifferenceMoment_Brightfield_5_03,9
Cells_Texture_InverseDifferenceMoment_DNA_10_00,9
Cells_Texture_InverseDifferenceMoment_DNA_10_01,9
Cells_Texture_InverseDifferenceMoment_DNA_10_02,9
Cells_Texture_InverseDifferenceMoment_DNA_10_03,9
Cells_Texture_InverseDifferenceMoment_DNA_20_00,9
Cells_Texture_InverseDifferenceMoment_DNA_20_01,9
Cells_Texture_InverseDifferenceMoment_DNA_20_02,9
Cells_Texture_InverseDifferenceMoment_DNA_20_03,9
Cells_Texture_InverseDifferenceMoment_DNA_5_00,9
Cells_Texture_InverseDifferenceMoment_DNA_5_01,9
Cells_Texture_InverseDifferenceMoment_DNA_5_02,9
Cells_Texture_InverseDifferenceMoment_DNA_5_03,9
Cells_Texture_InverseDifferenceMoment_ER_10_00,9
Cells_Texture_InverseDifferenceMoment_ER_10_01,9
Cells_Texture_InverseDifferenceMoment_ER_10_02,9
Cells_Texture_InverseDifferenceMoment_ER_10_03,9
Cells_Texture_InverseDifferenceMoment_ER_20_00,9
Cells_Texture_InverseDifferenceMoment_ER_20_01,9
Cells_Texture_InverseDifferenceMoment_ER_20_02,9
Cells_Texture_InverseDifferenceMoment_ER_20_03,9
Cells_Texture_InverseDifferenceMoment_ER_5_00,9
Cells_Texture_InverseDifferenceMoment_ER_5_01,9
Cells_Texture_InverseDifferenceMoment_ER_5_02,9
Cells_Texture_InverseDifferenceMoment_ER_5_03,9
Cells_Texture_InverseDifferenceMoment_Mito_10_00,9
Cells_Texture_InverseDifferenceMoment_Mito_10_01,9
Cells_Texture_InverseDifferenceMoment_Mito_10_02,9
Cells_Texture_InverseDifferenceMoment_Mito_10_03,9
Cells_Texture_InverseDifferenceMoment_Mito_20_00,9
Cells_Texture_InverseDifferenceMoment_Mito_20_01,9
Cells_Texture_InverseDifferenceMoment_Mito_20_02,9
Cells_Texture_InverseDifferenceMoment_Mito_20_03,9
Cells_Texture_InverseDifferenceMoment_Mito_5_00,9
Cells_Texture_InverseDifferenceMoment_Mito_5_01,9
Cells_Texture_InverseDifferenceMoment_Mito_5_02,9
Cells_Texture_InverseDifferenceMoment_Mito_5_03,9
Cells_Texture_InverseDifferenceMoment_RNA_10_00,9
Cells_Texture_InverseDifferenceMoment_RNA_10_01,9
Cells_Texture_InverseDifferenceMoment_RNA_10_02,9
Cells_Texture_InverseDifferenceMoment_RNA_10_03,9
Cells_Texture_InverseDifferenceMoment_RNA_20_00,9
Cells_Texture_InverseDifferenceMoment_RNA_20_01,9
Cells_Texture_InverseDifferenceMoment_RNA_20_02,9
Cells_Texture_InverseDifferenceMoment_RNA_20_03,9
Cells_Texture_InverseDifferenceMoment_RNA_5_00,9
Cells_Texture_InverseDifferenceMoment_RNA_5_01,9
Cells_Texture_InverseDifferenceMoment_RNA_5_02,9
Cells_Texture_InverseDifferenceMoment_RNA_5_03,9
Cells_Texture_SumAverage_AGP_10_00,9
Cells_Texture_SumAverage_AGP_10_01,9
Cells_Texture_SumAverage_AGP_10_02,9
Cells_Texture_SumAverage_AGP_10_03,9
Cells_Texture_SumAverage_AGP_20_00,9
Cells_Texture_SumAverage_AGP_20_01,9
Cells_Texture_SumAverage_AGP_20_02,9
Cells_Texture_SumAverage_AGP_20_03,9
Cells_Texture_SumAverage_AGP_5_00,9
Cells_Texture_SumAverage_AGP_5_01,9
Cells_Texture_SumAverage_AGP_5_02,9
Cells_Texture_SumAverage_AGP_5_03,9
Cells_Texture_SumAverage_Brightfield_10_00,9
Cells_Texture_SumAverage_Brightfield_10_01,9
Cells_Texture_SumAverage_Brightfield_10_02,9
Cells_Texture_SumAverage_Brightfield_10_03,9
Cells_Texture_SumAverage_Brightfield_20_00,9
Cells_Texture_SumAverage_Brightfield_20_01,9
Cells_Texture_SumAverage_Brightfield_20_02,9
Cells_Texture_SumAverage_Brightfield_20_03,9
Cells_Texture_SumAverage_Brightfield_5_00,9
Cells_Texture_SumAverage_Brightfield_5_01,9
Cells_Texture_SumAverage_Brightfield_5_02,9
Cells_Texture_SumAverage_Brightfield_5_03,9
Cells_Texture_SumAverage_DNA_10_00,9
Cells_Texture_SumAverage_DNA_10_01,9
Cells_Texture_SumAverage_DNA_10_02,9
Cells_Texture_SumAverage_DNA_10_03,9
Cells_Texture_SumAverage_DNA_20_00,9
Cells_Texture_SumAverage_DNA_20_01,9
Cells_Texture_SumAverage_DNA_20_02,9
Cells_Texture_SumAverage_DNA_20_03,9
Cells_Texture_SumAverage_DNA_5_00,9
Cells_Texture_SumAverage_DNA_5_01,9
Cells_Texture_SumAverage_DNA_5_02,9
Cells_Texture_SumAverage_DNA_5_03,9
Cells_Texture_SumAverage_ER_10_00,9
Cells_Texture_SumAverage_ER_10_01,9
Cells_Texture_SumAverage_ER_10_02,9
Cells_Texture_SumAverage_ER_10_03,9
Cells_Texture_SumAverage_ER_20_00,9
Cells_Texture_SumAverage_ER_20_01,9
Cells_Texture_SumAverage_ER_20_02,9
Cells_Texture_SumAverage_ER_20_03,9
Cells_Texture_SumAverage_ER_5_00,9
Cells_Texture_SumAverage_ER_5_01,9
Cells_Texture_SumAverage_ER_5_02,9
Cells_Texture_SumAverage_ER_5_03,9
Cells_Texture_SumAverage_Mito_10_00,9
Cells_Texture_SumAverage_Mito_10_01,9
Cells_Texture_SumAverage_Mito_10_02,9
Cells_Texture_SumAverage_Mito_10_03,9
Cells_Texture_SumAverage_Mito_20_00,9
Cells_Texture_SumAverage_Mito_20_01,9
Cells_Texture_SumAverage_Mito_20_02,9
Cells_Texture_SumAverage_Mito_20_03,9
Cells_Texture_SumAverage_Mito_5_00,9
Cells_Texture_SumAverage_Mito_5_01,9
Cells_Texture_SumAverage_Mito_5_02,9
Cells_Texture_SumAverage_Mito_5_03,9
Cells_Texture_SumAverage_RNA_10_00,9
Cells_Texture_SumAverage_RNA_10_01,9
Cells_Texture_SumAverage_RNA_10_02,9
Cells_Texture_SumAverage_RNA_10_03,9
Cells_Texture_SumAverage_RNA_20_00,9
Cells_Texture_SumAverage_RNA_20_01,9
Cells_Texture_SumAverage_RNA_20_02,9
Cells_Texture_SumAverage_RNA_20_03,9
Cells_Texture_SumAverage_RNA_5_00,9
Cells_Texture_SumAverage_RNA_5_01,9
Cells_Texture_SumAverage_RNA_5_02,9
Cells_Texture_SumAverage_RNA_5_03,9
Cells_Texture_SumEntropy_AGP_10_00,9
Cells_Texture_SumEntropy_AGP_10_01,9
Cells_Texture_SumEntropy_AGP_10_02,9
Cells_Texture_SumEntropy_AGP_10_03,9
Cells_Texture_SumEntropy_AGP_20_00,9
Cells_Texture_SumEntropy_AGP_20_01,9
Cells_Texture_SumEntropy_AGP_20_02,9
Cells_Texture_SumEntropy_AGP_20_03,9
Cells_Texture_SumEntropy_AGP_5_00,9
Cells_Texture_SumEntropy_AGP_5_01,9
Cells_Texture_SumEntropy_AGP_5_02,9
Cells_Texture_SumEntropy_AGP_5_03,9
Cells_Texture_SumEntropy_Brightfield_10_00,9
Cells_Texture_SumEntropy_Brightfield_10_01,9
Cells_Texture_SumEntropy_Brightfield_10_02,9
Cells_Texture_SumEntropy_Brightfield_10_03,9
Cells_Texture_SumEntropy_Brightfield_20_00,9
Cells_Texture_SumEntropy_Brightfield_20_01,9
Cells_Texture_SumEntropy_Brightfield_20_02,9
Cells_Texture_SumEntropy_Brightfield_20_03,9
Cells_Texture_SumEntropy_Brightfield_5_00,9
Cells_Texture_SumEntropy_Brightfield_5_01,9
Cells_Texture_SumEntropy_Brightfield_5_02,9
Cells_Texture_SumEntropy_Brightfield_5_03,9
Cells_Texture_SumEntropy_DNA_10_00,9
Cells_Texture_SumEntropy_DNA_10_01,9
Cells_Texture_SumEntropy_DNA_10_02,9
Cells_Texture_SumEntropy_DNA_10_03,9
Cells_Texture_SumEntropy_DNA_20_00,9
Cells_Texture_SumEntropy_DNA_20_01,9
Cells_Texture_SumEntropy_DNA_20_02,9
Cells_Texture_SumEntropy_DNA_20_03,9
Cells_Texture_SumEntropy_DNA_5_00,9
Cells_Texture_SumEntropy_DNA_5_01,9
Cells_Texture_SumEntropy_DNA_5_02,9
Cells_Texture_SumEntropy_DNA_5_03,9
Cells_Texture_SumEntropy_ER_10_00,9
Cells_Texture_SumEntropy_ER_10_01,9
Cells_Texture_SumEntropy_ER_10_02,9
Cells_Texture_SumEntropy_ER_10_03,9
Cells_Texture_SumEntropy_ER_20_00,9
Cells_Texture_SumEntropy_ER_20_01,9
Cells_Texture_SumEntropy_ER_20_02,9
Cells_Texture_SumEntropy_ER_20_03,9
Cells_Texture_SumEntropy_ER_5_00,9
Cells_Texture_SumEntropy_ER_5_01,9
Cells_Texture_SumEntropy_ER_5_02,9
Cells_Texture_SumEntropy_ER_5_03,9
Cells_Texture_SumEntropy_Mito_10_00,9
Cells_Texture_SumEntropy_Mito_10_01,9
Cells_Texture_SumEntropy_Mito_10_02,9
Cells_Texture_SumEntropy_Mito_10_03,9
Cells_Texture_SumEntropy_Mito_20_00,9
Cells_Texture_SumEntropy_Mito_20_01,9
Cells_Texture_SumEntropy_Mito_20_02,9
Cells_Texture_SumEntropy_Mito_20_03,9
Cells_Texture_SumEntropy_Mito_5_00,9
Cells_Texture_SumEntropy_Mito_5_01,9
Cells_Texture_SumEntropy_Mito_5_02,9
Cells_Texture_SumEntropy_Mito_5_03,9
Cells_Texture_SumEntropy_RNA_10_00,9
Cells_Texture_SumEntropy_RNA_10_01,9
Cells_Texture_SumEntropy_RNA_10_02,9
Cells_Texture_SumEntropy_RNA_10_03,9
Cells_Texture_SumEntropy_RNA_20_00,9
Cells_Texture_SumEntropy_RNA_20_01,9
Cells_Texture_SumEntropy_RNA_20_02,9
Cells_Texture_SumEntropy_RNA_20_03,9
Cells_Texture_SumEntropy_RNA_5_00,9
Cells_Texture_SumEntropy_RNA_5_01,9
Cells_Texture_SumEntropy_RNA_5_02,9
Cells_Texture_SumEntropy_RNA_5_03,9
Cells_Texture_SumVariance_AGP_10_00,9
Cells_Texture_SumVariance_AGP_10_01,9
Cells_Texture_SumVariance_AGP_10_02,9
Cells_Texture_SumVariance_AGP_10_03,9
Cells_Texture_SumVariance_AGP_20_00,9
Cells_Texture_SumVariance_AGP_20_01,9
Cells_Texture_SumVariance_AGP_20_02,9
Cells_Texture_SumVariance_AGP_20_03,9
Cells_Texture_SumVariance_AGP_5_00,9
Cells_Texture_SumVariance_AGP_5_01,9
Cells_Texture_SumVariance_AGP_5_02,9
Cells_Texture_SumVariance_AGP_5_03,9
Cells_Texture_SumVariance_Brightfield_10_00,9
Cells_Texture_SumVariance_Brightfield_10_01,9
Cells_Texture_SumVariance_Brightfield_10_02,9
Cells_Texture_SumVariance_Brightfield_10_03,9
Cells_Texture_SumVariance_Brightfield_20_00,9
Cells_Texture_SumVariance_Brightfield_20_01,9
Cells_Texture_SumVariance_Brightfield_20_02,9
Cells_Texture_SumVariance_Brightfield_20_03,9
Cells_Texture_SumVariance_Brightfield_5_00,9
Cells_Texture_SumVariance_Brightfield_5_01,9
Cells_Texture_SumVariance_Brightfield_5_02,9
Cells_Texture_SumVariance_Brightfield_5_03,9
Cells_Texture_SumVariance_DNA_10_00,9
Cells_Texture_SumVariance_DNA_10_01,9
Cells_Texture_SumVariance_DNA_10_02,9
Cells_Texture_SumVariance_DNA_10_03,9
Cells_Texture_SumVariance_DNA_20_00,9
Cells_Texture_SumVariance_DNA_20_01,9
Cells_Texture_SumVariance_DNA_20_02,9
Cells_Texture_SumVariance_DNA_20_03,9
Cells_Texture_SumVariance_DNA_5_00,9
Cells_Texture_SumVariance_DNA_5_01,9
Cells_Texture_SumVariance_DNA_5_02,9
Cells_Texture_SumVariance_DNA_5_03,9
Cells_Texture_SumVariance_ER_10_00,9
Cells_Texture_SumVariance_ER_10_01,9
Cells_Texture_SumVariance_ER_10_02,9
Cells_Texture_SumVariance_ER_10_03,9
Cells_Texture_SumVariance_ER_20_00,9
Cells_Texture_SumVariance_ER_20_01,9
Cells_Texture_SumVariance_ER_20_02,9
Cells_Texture_SumVariance_ER_20_03,9
Cells_Texture_SumVariance_ER_5_00,9
Cells_Texture_SumVariance_ER_5_01,9
Cells_Texture_SumVariance_ER_5_02,9
Cells_Texture_SumVariance_ER_5_03,9
Cells_Texture_SumVariance_Mito_10_00,9
Cells_Texture_SumVariance_Mito_10_01,9
Cells_Texture_SumVariance_Mito_10_02,9
Cells_Texture_SumVariance_Mito_10_03,9
Cells_Texture_SumVariance_Mito_20_00,9
Cells_Texture_SumVariance_Mito_20_01,9
Cells_Texture_SumVariance_Mito_20_02,9
Cells_Texture_SumVariance_Mito_20_03,9
Cells_Texture_SumVariance_Mito_5_00,9
Cells_Texture_SumVariance_Mito_5_01,9
Cells_Texture_SumVariance_Mito_5_02,9
Cells_Texture_SumVariance_Mito_5_03,9
Cells_Texture_SumVariance_RNA_10_00,9
Cells_Texture_SumVariance_RNA_10_01,9
Cells_Texture_SumVariance_RNA_10_02,9
Cells_Texture_SumVariance_RNA_10_03,9
Cells_Texture_SumVariance_RNA_20_00,9
Cells_Texture_SumVariance_RNA_20_01,9
Cells_Texture_SumVariance_RNA_20_02,9
Cells_Texture_SumVariance_RNA_20_03,9
Cells_Texture_SumVariance_RNA_5_00,9
Cells_Texture_SumVariance_RNA_5_01,9
Cells_Texture_SumVariance_RNA_5_02,9
Cells_Texture_SumVariance_RNA_5_03,9
Cells_Texture_Variance_AGP_10_00,9
Cells_Texture_Variance_AGP_10_01,9
Cells_Texture_Variance_AGP_10_02,9
Cells_Texture_Variance_AGP_10_03,9
Cells_Texture_Variance_AGP_20_00,9
Cells_Texture_Variance_AGP_20_01,9
Cells_Texture_Variance_AGP_20_02,9
Cells_Texture_Variance_AGP_20_03,9
Cells_Texture_Variance_AGP_5_00,9
Cells_Texture_Variance_AGP_5_01,9
Cells_Texture_Variance_AGP_5_02,9
Cells_Texture_Variance_AGP_5_03,9
Cells_Texture_Variance_Brightfield_10_00,9
Cells_Texture_Variance_Brightfield_10_01,9
Cells_Texture_Variance_Brightfield_10_02,9
Cells_Texture_Variance_Brightfield_10_03,9
Cells_Texture_Variance_Brightfield_20_00,9
Cells_Texture_Variance_Brightfield_20_01,9
Cells_Texture_Variance_Brightfield_20_02,9
Cells_Texture_Variance_Brightfield_20_03,9
Cells_Texture_Variance_Brightfield_5_00,9
Cells_Texture_Variance_Brightfield_5_01,9
Cells_Texture_Variance_Brightfield_5_02,9
Cells_Texture_Variance_Brightfield_5_03,9
Cells_Texture_Variance_DNA_10_00,9
Cells_Texture_Variance_DNA_10_01,9
Cells_Texture_Variance_DNA_10_02,9
Cells_Texture_Variance_DNA_10_03,9
Cells_Texture_Variance_DNA_20_00,9
Cells_Texture_Variance_DNA_20_01,9
Cells_Texture_Variance_DNA_20_02,9
Cells_Texture_Variance_DNA_20_03,9
Cells_Texture_Variance_DNA_5_00,9
Cells_Texture_Variance_DNA_5_01,9
Cells_Texture_Variance_DNA_5_02,9
Cells_Texture_Variance_DNA_5_03,9
Cells_Texture_Variance_ER_10_00,9
Cells_Texture_Variance_ER_10_01,9
Cells_Texture_Variance_ER_10_02,9
Cells_Texture_Variance_ER_10_03,9
Cells_Texture_Variance_ER_20_00,9
Cells_Texture_Variance_ER_20_01,9
Cells_Texture_Variance_ER_20_02,9
Cells_Texture_Variance_ER_20_03,9
Cells_Texture_Variance_ER_5_00,9
Cells_Texture_Variance_ER_5_01,9
Cells_Texture_Variance_ER_5_02,9
Cells_Texture_Variance_ER_5_03,9
Cells_Texture_Variance_Mito_10_00,9
Cells_Texture_Variance_Mito_10_01,9
Cells_Texture_Variance_Mito_10_02,9
Cells_Texture_Variance_Mito_10_03,9
Cells_Texture_Variance_Mito_20_00,9
Cells_Texture_Variance_Mito_20_01,9
Cells_Texture_Variance_Mito_20_02,9
Cells_Texture_Variance_Mito_20_03,9
Cells_Texture_Variance_Mito_5_00,9
Cells_Texture_Variance_Mito_5_01,9
Cells_Texture_Variance_Mito_5_02,9
Cells_Texture_Variance_Mito_5_03,9
Cells_Texture_Variance_RNA_10_00,9
Cells_Texture_Variance_RNA_10_01,9
Cells_Texture_Variance_RNA_10_02,9
Cells_Texture_Variance_RNA_10_03,9
Cells_Texture_Variance_RNA_20_00,9
Cells_Texture_Variance_RNA_20_01,9
Cells_Texture_Variance_RNA_20_02,9
Cells_Texture_Variance_RNA_20_03,9
Cells_Texture_Variance_RNA_5_00,9
Cells_Texture_Variance_RNA_5_01,9
Cells_Texture_Variance_RNA_5_02,9
Cells_Texture_Variance_RNA_5_03,9
Cytoplasm_Texture_AngularSecondMoment_AGP_10_00,9
Cytoplasm_Texture_AngularSecondMoment_AGP_10_01,9
Cytoplasm_Texture_AngularSecondMoment_AGP_10_02,9
Cytoplasm_Texture_AngularSecondMoment_AGP_10_03,9
Cytoplasm_Texture_AngularSecondMoment_AGP_20_00,9
Cytoplasm_Texture_AngularSecondMoment_AGP_20_01,9
Cytoplasm_Texture_AngularSecondMoment_AGP_20_02,9
Cytoplasm_Texture_AngularSecondMoment_AGP_20_03,9
Cytoplasm_Texture_AngularSecondMoment_AGP_5_00,9
Cytoplasm_Texture_AngularSecondMoment_AGP_5_01,9
Cytoplasm_Texture_AngularSecondMoment_AGP_5_02,9
Cytoplasm_Texture_AngularSecondMoment_AGP_5_03,9
Cytoplasm_Texture_AngularSecondMoment_Brightfield_10_00,9
Cytoplasm_Texture_AngularSecondMoment_Brightfield_10_01,9
Cytoplasm_Texture_AngularSecondMoment_Brightfield_10_02,9
Cytoplasm_Texture_AngularSecondMoment_Brightfield_10_03,9
Cytoplasm_Texture_AngularSecondMoment_Brightfield_20_00,9
Cytoplasm_Texture_AngularSecondMoment_Brightfield_20_01,9
Cytoplasm_Texture_AngularSecondMoment_Brightfield_20_02,9
Cytoplasm_Texture_AngularSecondMoment_Brightfield_20_03,9
Cytoplasm_Texture_AngularSecondMoment_Brightfield_5_00,9
Cytoplasm_Texture_AngularSecondMoment_Brightfield_5_01,9
Cytoplasm_Texture_AngularSecondMoment_Brightfield_5_02,9
Cytoplasm_Texture_AngularSecondMoment_Brightfield_5_03,9
Cytoplasm_Texture_AngularSecondMoment_DNA_10_00,9
Cytoplasm_Texture_AngularSecondMoment_DNA_10_01,9
Cytoplasm_Texture_AngularSecondMoment_DNA_10_02,9
Cytoplasm_Texture_AngularSecondMoment_DNA_10_03,9
Cytoplasm_Texture_AngularSecondMoment_DNA_20_00,9
Cytoplasm_Texture_AngularSecondMoment_DNA_20_01,9
Cytoplasm_Texture_AngularSecondMoment_DNA_20_02,9
Cytoplasm_Texture_AngularSecondMoment_DNA_20_03,9
Cytoplasm_Texture_AngularSecondMoment_DNA_5_00,9
Cytoplasm_Texture_AngularSecondMoment_DNA_5_01,9
Cytoplasm_Texture_AngularSecondMoment_DNA_5_02,9
Cytoplasm_Texture_AngularSecondMoment_DNA_5_03,9
Cytoplasm_Texture_AngularSecondMoment_ER_10_00,9
Cytoplasm_Texture_AngularSecondMoment_ER_10_01,9
Cytoplasm_Texture_AngularSecondMoment_ER_10_02,9
Cytoplasm_Texture_AngularSecondMoment_ER_10_03,9
Cytoplasm_Texture_AngularSecondMoment_ER_20_00,9
Cytoplasm_Texture_AngularSecondMoment_ER_20_01,9
Cytoplasm_Texture_AngularSecondMoment_ER_20_02,9
Cytoplasm_Texture_AngularSecondMoment_ER_20_03,9
Cytoplasm_Texture_AngularSecondMoment_ER_5_00,9
Cytoplasm_Texture_AngularSecondMoment_ER_5_01,9
Cytoplasm_Texture_AngularSecondMoment_ER_5_02,9
Cytoplasm_Texture_AngularSecondMoment_ER_5_03,9
Cytoplasm_Texture_AngularSecondMoment_Mito_10_00,9
Cytoplasm_Texture_AngularSecondMoment_Mito_10_01,9
Cytoplasm_Texture_AngularSecondMoment_Mito_10_02,9
Cytoplasm_Texture_AngularSecondMoment_Mito_10_03,9
Cytoplasm_Texture_AngularSecondMoment_Mito_20_00,9
Cytoplasm_Texture_AngularSecondMoment_Mito_20_01,9
Cytoplasm_Texture_AngularSecondMoment_Mito_20_02,9
Cytoplasm_Texture_AngularSecondMoment_Mito_20_03,9
Cytoplasm_Texture_AngularSecondMoment_Mito_5_00,9
Cytoplasm_Texture_AngularSecondMoment_Mito_5_01,9
Cytoplasm_Texture_AngularSecondMoment_Mito_5_02,9
Cytoplasm_Texture_AngularSecondMoment_Mito_5_03,9
Cytoplasm_Texture_AngularSecondMoment_RNA_10_00,9
Cytoplasm_Texture_AngularSecondMoment_RNA_10_01,9
Cytoplasm_Texture_AngularSecondMoment_RNA_10_02,9
Cytoplasm_Texture_AngularSecondMoment_RNA_10_03,9
Cytoplasm_Texture_AngularSecondMoment_RNA_20_00,9
Cytoplasm_Texture_AngularSecondMoment_RNA_20_01,9
Cytoplasm_Texture_AngularSecondMoment_RNA_20_02,9
Cytoplasm_Texture_AngularSecondMoment_RNA_20_03,9
Cytoplasm_Texture_AngularSecondMoment_RNA_5_00,9
Cytoplasm_Texture_AngularSecondMoment_RNA_5_01,9
Cytoplasm_Texture_AngularSecondMoment_RNA_5_02,9
Cytoplasm_Texture_AngularSecondMoment_RNA_5_03,9
Cytoplasm_Texture_Contrast_AGP_10_00,9
Cytoplasm_Texture_Contrast_AGP_10_01,9
Cytoplasm_Texture_Contrast_AGP_10_02,9
Cytoplasm_Texture_Contrast_AGP_10_03,9
Cytoplasm_Texture_Contrast_AGP_20_00,9
Cytoplasm_Texture_Contrast_AGP_20_01,9
Cytoplasm_Texture_Contrast_AGP_20_02,9
Cytoplasm_Texture_Contrast_AGP_20_03,9
Cytoplasm_Texture_Contrast_AGP_5_00,9
Cytoplasm_Texture_Contrast_AGP_5_01,9
Cytoplasm_Texture_Contrast_AGP_5_02,9
Cytoplasm_Texture_Contrast_AGP_5_03,9
Cytoplasm_Texture_Contrast_Brightfield_10_00,9
Cytoplasm_Texture_Contrast_Brightfield_10_01,9
Cytoplasm_Texture_Contrast_Brightfield_10_02,9
Cytoplasm_Texture_Contrast_Brightfield_10_03,9
Cytoplasm_Texture_Contrast_Brightfield_20_00,9
Cytoplasm_Texture_Contrast_Brightfield_20_01,9
Cytoplasm_Texture_Contrast_Brightfield_20_02,9
Cytoplasm_Texture_Contrast_Brightfield_20_03,9
Cytoplasm_Texture_Contrast_Brightfield_5_00,9
Cytoplasm_Texture_Contrast_Brightfield_5_01,9
Cytoplasm_Texture_Contrast_Brightfield_5_02,9
Cytoplasm_Texture_Contrast_Brightfield_5_03,9
Cytoplasm_Texture_Contrast_DNA_10_00,9
Cytoplasm_Texture_Contrast_DNA_10_01,9
Cytoplasm_Texture_Contrast_DNA_10_02,9
Cytoplasm_Texture_Contrast_DNA_10_03,9
Cytoplasm_Texture_Contrast_DNA_20_00,9
Cytoplasm_Texture_Contrast_DNA_20_01,9
Cytoplasm_Texture_Contrast_DNA_20_02,9
Cytoplasm_Texture_Contrast_DNA_20_03,9
Cytoplasm_Texture_Contrast_DNA_5_00,9
Cytoplasm_Texture_Contrast_DNA_5_01,9
